idmesa,codimesa,mesatancada,comarca,vnuls,vblancs,verc,vjxc,vcup,vpsc,vcs,vppc,vcom,vpacma,vdialeg,vpumjust,vrecortes,vfamilia,vdn,vpfiv,vconver,vunidos,vcilus,cens,acta,hihavots,hihaacta,origen,datetime,user,mesavalidada,mesacorrecte
2155,0810101018A,1,BARCELONES,4,2,31,9,5,145,209,32,43,3,,,1,,,,,,,579,2155-8c7ac99e-3b60-4525-bd01-339fa7329dcc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2156,0810101018B,1,BARCELONES,4,,42,11,13,156,249,23,44,5,,,2,,,,,,,640,2156-28d1fd18-e688-4785-8497-a19737092b86.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2157,0810101019A,1,BARCELONES,1,,64,39,7,104,134,17,45,5,,,2,,,,,,,481,2157-fec623a8-f801-4e15-bab8-e7a6447bc737.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2158,0810101019B,1,BARCELONES,,1,67,30,10,109,143,17,56,2,,,2,,,,,,,531,2158-72023d8e-3dc6-4513-8cad-9bd9ffef4949.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2159,0810101020A,1,BARCELONES,,6,105,47,24,100,147,21,56,8,,,,,,,,,,604,2159-ac12942d-be7e-46d5-9532-e210e8afe5ce.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2160,0810101020B,1,BARCELONES,1,5,113,71,27,124,162,23,60,10,,,2,,,,,,,697,2160-4ff487e3-a97b-4b42-af83-2d278b0a9339.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2161,0810101021U,1,BARCELONES,1,1,90,48,7,89,146,17,50,9,,,1,,,,,,,599,2161-356a29ac-5340-4db8-935b-f8a2a640733f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2162,0810101022U,1,BARCELONES,2,4,74,35,9,109,163,29,45,3,,,3,,,,,,,588,2162-2cc500a3-9138-4798-88cc-68fd01d5d094.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2163,0810101023U,1,BARCELONES,4,1,184,117,46,146,191,26,81,15,,,6,,,,,,,964,2163-39c6b20c-8afa-41d4-a82b-50ddefc7f572.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2164,0810101024U,1,BARCELONES,1,3,133,80,15,113,118,14,72,4,,,2,,,,,,,635,2164-55c0ed49-324e-4561-8296-c15466debfa7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2165,0810101025A,1,BARCELONES,,,48,23,11,94,167,31,43,4,,,2,,,,,,,530,2165-30c01ca9-9da6-4c0d-a358-1949585a0f0f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2166,0810101025B,1,BARCELONES,,2,64,25,8,118,182,26,44,4,,,,,,,,,,586,2166-b8aa7c66-cb31-43c4-b9a1-352e265ce09b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2167,0810101026U,1,BARCELONES,5,1,74,34,16,129,242,38,47,10,,,2,,,,,,,735,2167-b5f34606-dae1-4181-8ed9-464206f4129d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2168,0810101027U,1,BARCELONES,2,,78,43,15,119,120,23,49,1,,,1,,,,,,,569,2168-77ea8e93-c30d-422b-b277-6cbc7336e385.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2169,0810101028U,1,BARCELONES,,4,128,54,27,136,150,27,77,10,,,6,,,,,,,766,2169-c619a932-a420-423b-a32a-411d266d719f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2170,0810101029U,1,BARCELONES,4,3,46,27,16,145,240,41,66,3,,,1,,,,,,,771,2170-8043206b-bb49-4080-baad-3a54e1d2efe9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2171,0810101030U,1,BARCELONES,5,2,168,116,29,97,140,16,80,10,,0,5,,,,,,,791,2171-c2f69edf-08a0-41e5-a9a3-fb887fbf4645.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2172,0810101031A,1,BARCELONES,1,0,61,41,10,78,112,20,25,8,,0,1,,,,,,,447,2172-b3e4618a-e530-4046-b8af-97e6debd0989.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2173,0810101031B,1,BARCELONES,3,2,83,37,16,93,138,41,39,9,,,1,,,,,,,547,2173-08ebf484-07ef-4a3a-ada0-d115856c7c68.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2174,0810101032A,1,BARCELONES,1,1,73,39,19,142,216,34,75,6,,,,,,,,,,754,2174-779f8af1-1339-4d63-a7f7-2bb83d354baa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2175,0810101032B,1,BARCELONES,,4,90,30,22,152,274,40,76,5,,,2,,,,,,,840,2175-0d1b3d0d-2572-489b-92e9-dd07cd6e3ba8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2176,0810101033U,1,BARCELONES,3,3,109,78,33,92,125,26,58,11,,,,,,,,,,633,2176-0bdc1253-1c31-4f4d-b4af-709ac0a5e364.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2177,0810101034U,1,BARCELONES,4,3,202,129,45,167,191,32,90,8,,,5,,,,,,,1045,2177-1516815497-a9431619f3c1624dee582290fe291eaf-3c5b80e0f42e9fb19016cf63ca11ade4.jpg,1,1,CDR,2018-01-24 23:50:12,barcelon01,1,1
2178,0810101035A,1,BARCELONES,2,2,84,53,12,93,129,15,45,4,,,,,,,,,,538,2178-1516815497-fb91de2fe50a854f47e4fa471edb15dd-64e035928c7da6ec975e6afbe49030cf.jpg,1,1,CDR,2018-01-24 23:51:11,barcelon01,1,1
2179,0810101035B,1,BARCELONES,,1,96,42,26,102,144,21,51,5,,,3,,,,,,,584,2179-1516815497-2c90b911847165ce32f899032ccf5c68-9861382fc1a5393ae3c729ecb18f5187.jpg,1,1,CDR,2018-01-24 23:52:15,barcelon01,1,1
2180,0810101036U,1,BARCELONES,1,2,158,63,21,176,206,28,88,12,,,3,,,,,,,876,2180-f4be29c7-ca9c-43bf-87db-fc5128241f20.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2181,0810101037A,1,BARCELONES,,,58,29,8,94,130,19,39,1,,,3,,,,,,,458,2181-65356c8b-5e5d-4789-8a99-893e84601889.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2182,0810101037B,1,BARCELONES,1,2,92,28,7,119,195,24,46,3,,,4,,,,,,,608,2182-6af407b8-baf4-4900-b1fc-9776f89001cf.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2183,0810101038U,1,BARCELONES,1,2,84,39,16,125,167,31,66,9,,,3,,,,,,,613,2183-c4837533-2686-4e5a-a4d2-a8028a6f949e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2184,0810101039U,1,BARCELONES,,5,84,27,15,124,176,24,55,7,,,2,,,,,,,640,2184-1ee70ccb-d06a-41a1-8c6e-630cb905576a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2185,0810101040U,1,BARCELONES,,1,76,31,7,110,144,32,39,6,,,,,,,,,,636,2185-8d48fd8e-0f95-42e0-b1aa-27a5a92f940e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2186,0810102001A,1,BARCELONES,,,69,60,11,68,120,23,48,4,,,,,,,,,,476,2186-b4cef5d3-9f2d-42b0-9803-7c0d103629cc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2187,0810102001B,1,BARCELONES,4,,77,53,11,78,154,13,46,4,,,2,,,,,,,553,2187-9405a061-b4a9-4eff-87b5-5fbc00ee636c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2188,0810102002U,1,BARCELONES,1,,125,47,29,140,204,52,48,6,,,3,,,,,,,948,2188-a13c6745-23b9-4468-a05b-a54ef72c49c5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2189,0810102004U,1,BARCELONES,5,2,119,46,16,149,202,45,54,7,,0,5,,,,,,,897,2189-9268280e-ca0f-4db4-99bd-221eda6bbea3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2190,0810102005U,1,BARCELONES,8,2,92,66,16,104,115,30,47,8,,0,0,,,,,,,658,2190-e84fcdf2-bc4b-46ed-8fb4-32f27b20f761.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2191,0810102007A,1,BARCELONES,2,1,77,59,16,60,95,15,34,6,,0,2,,,,,,,498,2191-c83b2617-d6b8-4738-a3aa-4a614531243b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2192,0810102007B,1,BARCELONES,0,3,84,61,18,77,120,22,45,7,,0,1,,,,,,,570,2192-45da808f-33da-4ae0-8f63-0a7deaba8717.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2193,0810102008A,1,BARCELONES,,1,109,72,7,63,120,34,33,1,,,,,,,,,,575,2193-249681e1-975a-44cd-b11f-c5354da3ead3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2194,0810102008B,1,BARCELONES,2,4,138,100,23,66,132,31,43,2,,,2,,,,,,,681,2194-41f80c53-a73a-49f7-9463-3928ab0cfd8e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
2195,0810102009U,1,BARCELONES,4,2,102,73,21,72,127,23,37,5,,,1,,,,,,,613,2195-4bcbc6ee-80e8-4302-ad92-df3ca31674a8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2196,0810102010U,1,BARCELONES,2,2,94,79,19,94,135,37,35,3,,,1,,,,,,,619,2196-fece4b5a-6f47-4ece-bc52-d49d9fca6d9d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2197,0810102011U,1,BARCELONES,2,,87,66,13,113,150,36,39,4,,,1,,,,,,,756,2197-85ed7368-c17b-4dac-b34d-2b98e2b469da.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2198,0810102012U,1,BARCELONES,3,3,79,36,18,129,193,43,56,7,,0,2,,,,,,,793,2198-cfc11209-f0f5-4959-ac59-9161f5099763.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2199,0810102013U,1,BARCELONES,4,6,54,30,14,76,153,38,39,3,,0,6,,,,,,,565,2199-3c629adc-fe59-469f-b809-e9329d1f9407.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2200,0810102014A,1,BARCELONES,,3,76,34,16,86,123,28,26,9,,,4,,,,,,,572,2200-4cd1c515-5d61-46a6-bd00-fb2430f01e29.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2201,0810102014B,1,BARCELONES,4,3,93,43,18,85,128,29,40,9,,,3,,,,,,,654,2201-98f301a5-f07b-48c6-ac8e-48620576579d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2202,0810102016U,1,BARCELONES,0,2,88,28,10,142,225,43,41,4,,,4,,,,,,,793,2202-5ade3b11-4e8f-4cb0-99f2-2001ba138cf4.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2203,0810102017U,1,BARCELONES,3,3,114,74,22,147,163,36,63,6,,,3,,,,,,,848,2203-c7ea08bc-d28f-4589-a4a3-5faead71d95a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2204,0810102020A,1,BARCELONES,,2,56,37,12,56,75,19,19,1,,,2,,,,,,,412,2204-c708e991-3216-422e-95bf-fc0c0611bd39.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2205,0810102020B,1,BARCELONES,2,3,88,66,16,73,102,23,29,1,,,,,,,,,,548,2205-227f3c6e-bb8f-4145-9df7-c6206d33a116.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2206,0810102021A,1,BARCELONES,2,3,59,39,11,106,117,20,32,9,,,1,,,,,,,570,2206-cfca62ef-1fab-4e73-b949-c467650bb717.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2207,0810102021B,1,BARCELONES,2,,64,27,9,113,127,33,33,7,,,4,,,,,,,627,2207-c507c11f-b4e6-4728-bda4-6eb9bef1fdfe.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2208,0810102023U,1,BARCELONES,5,4,83,33,12,113,152,52,44,5,,,1,,,,,,,682,2208-e6ecb695-3ffd-4e70-b404-8692ac56b2cc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2209,0810102024U,1,BARCELONES,1,4,67,49,18,111,160,21,51,3,,,1,,,,,,,686,2209-dd103c42-00b8-40c1-8788-5cea45cdc330.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2210,0810102026A,1,BARCELONES,1,5,72,59,25,83,104,29,30,3,,,1,,,,,,,529,2210-cef149f6-c36e-48f2-9526-d4f1cd5ff32b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2211,0810102026B,0,BARCELONES,0,3,85,65,21,92,118,31,33,7,,0,2,,,,,,,613,,1,0,ANC,2017-12-31 10:01:15,,1,1
2212,0810102028A,1,BARCELONES,3,2,45,28,11,93,137,25,33,7,,,2,,,,,,,594,2212-274cc1ee-6429-4b4b-87d2-e38766d2b33f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2213,0810102028B,1,BARCELONES,4,1,66,38,18,88,150,28,51,6,,,2,,,,,,,680,2213-ac8fe3fd-6387-460b-bd42-ed07cc614088.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2214,0810102029A,1,BARCELONES,2,2,45,24,14,61,97,18,18,6,,,,,,,,,,438,2214-e0cbdba5-1814-4738-84a3-bb93a8af5194.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2215,0810102029B,1,BARCELONES,2,,62,21,14,79,86,16,34,2,,,,,,,,,,522,2215-8eda157c-719e-4c58-988d-3cd58ec756ec.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2216,0810102031U,1,BARCELONES,2,2,81,44,21,102,149,37,29,4,,,3,,,,,,,668,2216-26718e5d-b796-419d-9a93-5ccd108526fa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2217,0810102032U,1,BARCELONES,4,1,80,75,21,90,122,34,37,4,,,1,,,,,,,632,2217-bd7af60d-e666-48ea-8685-029fdf49da23.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2218,0810102033U,1,BARCELONES,,2,82,44,29,64,132,23,29,4,,,1,,,,,,,560,2218-c8ac3c42-2bfc-496f-89f8-304410513381.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2219,0810102034U,1,BARCELONES,,,80,60,15,69,109,30,49,3,,,2,,,,,,,595,2219-cf34a459-d76e-49e9-ba33-491ae8910a1a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2220,0810102036U,1,BARCELONES,2,1,92,40,20,76,143,46,43,5,,,3,,,,,,,647,2220-3caa0ddd-7ffc-4732-9eaa-398e154a5389.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2221,0810102037U,1,BARCELONES,,1,101,46,22,122,191,33,53,6,,,2,,,,,,,802,2221-d68ac350-a425-473f-be03-e845ee26ea0d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2222,0810102038U,1,BARCELONES,,,67,51,21,83,121,19,47,4,,,2,,,,,,,570,2222-d2d5f4d0-6179-4e13-8521-cbc274509457.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2223,0810102039U,1,BARCELONES,1,5,113,67,30,79,122,44,49,4,,,2,,,,,,,685,2223-9c0127a9-4d40-47be-9699-14f3fdb576eb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2224,0810102040A,1,BARCELONES,1,,51,38,16,57,99,34,26,3,,,3,,,,,,,454,2224-5233471b-8405-4e86-8c02-b67dc2a58476.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2225,0810102040B,1,BARCELONES,3,1,51,42,15,78,118,32,26,6,,,,,,,,,,493,2225-48c0ce7b-618b-48f1-930f-10d83453a92b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2226,0810102042U,1,BARCELONES,4,2,64,47,10,107,154,47,37,2,,,7,,,,,,,709,2226-b9b76e86-484e-41c5-b548-8fc623e891d0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2227,0810102043A,1,BARCELONES,3,1,72,39,17,69,84,14,35,2,,,1,,,,,,,458,2227-f24b0be3-df9d-4602-aeb0-4bd774ed0dd3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2228,0810102043B,1,BARCELONES,3,5,67,56,13,84,102,20,54,5,,,,,,,,,,573,2228-dad18fce-0728-4579-8934-8ca20a39a000.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2229,0810102045U,1,BARCELONES,2,6,81,53,19,103,140,23,34,8,,,2,,,,,,,641,2229-1516815497-7697508f53cfe5ef879e8459604ef583-23486a18049cdc8d03c69b279c3476aa.jpg,1,1,CDR,2018-01-24 23:53:23,barcelon01,1,1
2230,0810102046U,1,BARCELONES,1,3,82,55,14,85,142,33,49,3,,,,,,,,,,670,2230-99836ad2-fc4c-43ad-ac6b-97b6f0b6f8fe.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2231,0810102047U,0,BARCELONES,,,,,,,,,,,,,,,,,,,,696,,0,0,ANC,2017-12-31 10:01:15,,0,0
2232,0810102048U,1,BARCELONES,3,4,96,69,14,102,178,28,45,8,,,2,,,,,,,747,2232-224ac922-5d2a-4084-b00e-f157faf042fd.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2233,0810102049U,0,BARCELONES,,,,,,,,,,,,,,,,,,,,623,,0,0,ANC,2017-12-31 10:01:15,,0,0
2234,0810103001A,1,BARCELONES,,4,97,46,19,119,156,21,55,7,,,1,,,,,,,646,2234-1d9b507b-dbad-4115-b5a5-a4b462dbbd96.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2235,0810103001B,1,BARCELONES,2,2,107,41,18,162,206,26,90,8,,,2,,,,,,,789,2235-66a5c55d-de87-4255-b5d7-155302ba6dc1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2236,0810103001C,1,BARCELONES,,3,94,36,23,102,180,32,54,3,,,5,,,,,,,654,2236-43b139b2-6918-45e3-8444-ab70e9505433.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
2237,0810103002A,1,BARCELONES,1,1,37,22,10,98,112,25,34,1,,,1,,,,,,,433,2237-5287fbf5-9ccd-43e9-ab38-2c9417876601.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2238,0810103002B,1,BARCELONES,,1,70,22,11,101,183,24,43,6,,,2,,,,,,,563,2238-92c0344e-e36d-4434-834b-a095bdcfd145.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2239,0810103003A,1,BARCELONES,,3,50,24,12,123,144,34,33,6,,,2,,,,,,,541,2239-86112d72-0c5e-4c48-9a9a-16255e537ea1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2240,0810103003B,1,BARCELONES,1,1,58,22,8,113,171,32,36,9,,,4,,,,,,,582,2240-761cafb8-5945-41c1-b564-5e8e9726c92b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2241,0810103004A,1,BARCELONES,,5,148,52,13,89,141,26,64,9,,,1,,,,,,,658,2241-d68e38c1-07e3-45d4-bd69-0413af944288.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2242,0810103004B,1,BARCELONES,3,,131,56,20,120,151,24,79,3,,,3,,,,,,,729,2242-e9c39244-0090-44fe-95fa-7efa53e9e891.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2243,0810103004C,1,BARCELONES,4,1,103,56,18,99,137,21,83,10,,,2,,,,,,,658,2243-57311d9a-878c-4fb2-ad34-618422d4b2da.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2244,0810103005A,1,BARCELONES,,2,87,45,24,86,115,19,57,4,,,4,,,,,,,543,2244-4ea18f43-b8a7-41d5-884a-a2fb84a4fbdf.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2245,0810103005B,1,BARCELONES,3,,96,53,16,100,116,16,58,6,,,2,,,,,,,570,2245-2b8e7de0-0618-4ac7-8938-ab0f250e8312.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2246,0810103006A,1,BARCELONES,,1,96,45,10,72,101,19,47,6,,,3,,,,,,,517,2246-f1cec224-f83b-43ce-ba21-8395d8687928.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2247,0810103006B,1,BARCELONES,2,,112,48,17,65,139,18,36,5,,,2,,,,,,,573,2247-f5db7cb8-50b1-4458-9520-e42ad36682af.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2248,0810103007A,1,BARCELONES,,1,78,49,11,99,127,20,40,4,,,2,,,,,,,487,2248-1516815498-3bc6e7d8eec6831f6ffc51f69f1a7380-3ca09148e9ac9f679ad3fd38771c41ce.jpg,1,1,CDR,2018-01-24 23:53:59,barcelon01,1,1
2249,0810103007B,1,BARCELONES,,2,99,56,12,99,125,34,54,2,,,1,,,,,,,574,2249-0fb2ec3c-b597-4c88-b717-a873c70a05d5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2250,0810103008A,1,BARCELONES,1,4,90,79,23,132,175,32,63,5,,,2,,,,,,,692,2250-93179af6-ab1a-4653-a20b-1737dc1e3c81.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2251,0810103008B,1,BARCELONES,1,3,129,69,20,145,206,41,75,10,,,1,,,,,,,819,2251-c081dcea-96ce-4921-99de-3ff36262dc86.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2252,0810103009U,1,BARCELONES,1,1,129,86,25,106,179,28,91,7,,,,,,,,,,775,2252-8b7ac652-d2b1-44b6-a986-9a3d322a2be0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2253,0810103010U,1,BARCELONES,2,1,90,41,15,123,146,22,48,8,,,5,,,,,,,636,2253-49263045-eea5-4764-a68b-211c463da332.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2254,0810103011U,1,BARCELONES,,4,133,90,22,125,244,39,50,9,,,1,,,,,,,930,2254-d9ddfe64-70d3-4739-8c3b-92055e317e0e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2255,0810103012A,1,BARCELONES,2,2,88,76,21,71,138,16,41,4,,,3,,,,,,,585,2255-bda4884e-6df1-46b4-a1c1-55cea92bc4bc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2256,0810103012B,1,BARCELONES,1,0,88,77,17,69,143,24,36,5,,,3,,,,,,,612,2256-912a874a-e4b4-40b8-af08-93fcf1350f0b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2257,0810103013A,1,BARCELONES,2,1,97,47,8,125,177,30,64,4,,,3,,,,,,,671,2257-804a01b7-2c1b-418a-85ff-3de2038146ae.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2258,0810103013B,1,BARCELONES,1,5,105,44,18,140,185,29,46,9,,,4,,,,,,,701,2258-0dd5a2d8-ea71-4ee1-b297-50dd72fb6fcb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2259,0810103014A,1,BARCELONES,4,2,137,48,21,127,193,28,62,9,,,3,,,,,,,788,2259-0bebf828-ccfc-42d7-a81d-35ff03ff7210.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2260,0810103014B,0,BARCELONES,,,,,,,,,,,,,,,,,,,,908,,0,0,ANC,2017-12-31 10:01:15,,0,0
2261,0810103015A,1,BARCELONES,,0,110,46,21,102,131,18,61,8,,,2,,,,,,,606,2261-87dd1dd4-c500-4505-8ed8-96790eab470b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
2262,0810103015B,1,BARCELONES,,2,118,55,17,101,119,23,68,10,,,3,,,,,,,635,2262-a9ffa2ee-e84c-46c1-83c1-e83664003daa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2263,0810103016A,1,BARCELONES,,,137,92,22,123,206,40,79,9,,,1,,,,,,,790,2263-91fc70d3-6aa0-4f00-98be-85f9949466fb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2264,0810103016B,1,BARCELONES,1,3,158,76,42,141,229,46,79,5,,,3,,,,,,,913,2264-b64240e8-4947-4fff-97b5-3233652a478e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2265,0810103017U,1,BARCELONES,5,0,70,38,16,85,126,28,50,7,0,0,1,0,0,0,0,0,0,602,2265-fb52a80c-9652-47a7-a496-3e80403f1a91.jpg,1,1,CDR,2018-01-03 11:48:25,barcelon01,1,0
2266,0810103018U,1,BARCELONES,1,,105,54,19,100,150,36,67,1,,,1,,,,,,,620,2266-ad53d943-5763-43f9-a628-290fee1e04f9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2267,0810103019A,1,BARCELONES,2,1,86,52,16,95,124,21,46,2,,,2,,,,,,,518,2267-f491851c-a8e0-4503-89cc-cc8ca44d7941.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2268,0810103019B,1,BARCELONES,2,1,116,59,19,106,153,20,50,,,,1,,,,,,,602,2268-6f8ed2f3-b67a-4de3-8310-f7d159af1a2b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2269,0810103020A,1,BARCELONES,,2,86,63,17,60,147,15,23,6,,,1,,,,,,,500,2269-d0bfe313-41d9-4dd3-a799-8426e56532cd.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
2270,0810103020B,1,BARCELONES,,4,96,51,15,76,170,22,39,1,,,2,,,,,,,575,2270-51b93a8a-8cbb-46f7-95b3-8a5868b19fc0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2271,0810103021A,1,BARCELONES,3,2,132,89,16,152,207,44,76,7,,,3,,,,,,,851,2271-c9e677d3-35db-4275-9823-b67ff661d4c0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2272,0810103021B,1,BARCELONES,2,2,145,101,19,168,216,39,72,5,,,3,,,,,,,912,2272-52ff5a8f-0cfe-44ee-8bda-e8d17fd645ea.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2273,0810103022U,1,BARCELONES,5,2,124,79,27,122,218,32,69,7,,,4,,,,,,,886,2273-25702ced-1058-42ab-bbc6-f9165f03e653.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2274,0810103023A,1,BARCELONES,,1,56,21,5,61,105,19,39,9,,,1,,,,,,,380,2274-1515152528-18bac5bf3e5aa6048e5cdb7830d89e2b-34203a62f949b3ac41475b652668e612.jpg,1,1,CDR,2018-01-05 12:42:08,barcelon31,1,1
2275,0810103023B,1,BARCELONES,1,3,86,31,17,86,143,22,42,4,,,2,,,,,,,520,2275-520c9ad4-9fe1-4ed5-abf4-fa10dea54f83.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2276,0810103023C,0,BARCELONES,,,,,,,,,,,,,,,,,,,,449,,0,0,ANC,2017-12-31 10:01:15,,0,0
2277,0810103024U,1,BARCELONES,1,4,77,50,29,87,152,13,59,7,,,2,,,,,,,668,2277-8dd554b8-e0ed-4fed-b5ad-efd3ebc310a6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2278,0810103025A,1,BARCELONES,4,4,146,91,18,100,120,30,42,4,,,,,,,,,,660,2278-50e4c0ad-7bba-4a38-a158-bc9954a542dc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2279,0810103025B,1,BARCELONES,4,4,172,110,21,82,117,28,46,4,,,,,,,,,,709,2279-c15f5050-79a9-4de9-af0e-4aa56591ed3a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
2280,0810103026U,1,BARCELONES,4,3,115,41,21,132,181,3,104,9,,,4,,,,,,,728,2280-f143d087-0dbf-445e-9628-6ec54f64185f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
