,idmesa,codimesa,mesatancada,comarca,vnuls,vblancs,verc,vjxc,vcup,vpsc,vcs,vppc,vcom,vpacma,vdialeg,vpumjust,vrecortes,vfamilia,vdn,vpfiv,vconver,vunidos,vcilus,cens,acta,hihavots,hihaacta,origen,datetime,user,mesavalidada,mesacorrecte,dif
1911,1913,0801501005B,1,BARCELONES,2.0,3.0,125.0,92.0,13.0,103.0,189.0,30.0,72.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596,1913-1516752478-913d08d59301dba6c844d11edbec3447-fa9170176feae6110831602a5ee3e946.jpg,1,1,CDR,2018-01-24 09:50:45,barcelon01,1,0,-42.0
