IDMESA,CODI_MESA,COD_PROV,CODI_LOCAL,MUNICIPI,COMARCA,G35,CODI_MUNICIPI,DISTRICTE,SECCIO,SUBSECCIO,MESA,LLETRA_INICI,LLETRA_FI,CODI_LOCAL_ORIGEN,CODI_LOCAL,LOCAL_ELECTORAL_ADRECA,LOCAL_ELECTORAL,ADRECA,IDMESAMESESCOLA,NOSEQUEES
4165,0822201001B,8,c1164,SANT LLORENÇ D'HORTONS,ALT PENEDÈS,GARRAF1G35,222,1,1,1,B,L,Z,82220001,c1164,ESCOLA PUBLICA PAU CASALS ; C PAU CASALS 5,ESCOLA PUBLICA PAU CASALS,C PAU CASALS 5,4165#0822201001B#ESCOLA PUBLICA PAU CASALS ; C PAU CASALS 5,
4166,0822201001C,8,c1448,SANT LLORENÇ D'HORTONS,ALT PENEDÈS,GARRAF1G35,222,1,1,2,C,A,Z,82220003,c1448,LOCAL DE L'AJUNTAMENT DE SANT LLORENÇ ; PL ESGLÉSIA (L') 5 - BEGUDA ALTA (LA),LOCAL DE L'AJUNTAMENT DE SANT LLORENÇ,PL ESGLÉSIA (L') 5 - BEGUDA ALTA (LA),4166#0822201001C#LOCAL DE L'AJUNTAMENT DE SANT LLORENÇ ; PL ESGLÉSIA (L') 5 - BEGUDA ALTA (LA),
4167,0822701001A,8,c996,SANT MARTÍ SARROCA,ALT PENEDÈS,GARRAF1G35,227,1,1,,A,A,K,82270001,c996,ESCOLA JAUME BALMES ; C VERGE DE MONTSERRAT 12,ESCOLA JAUME BALMES,C VERGE DE MONTSERRAT 12,4167#0822701001A#ESCOLA JAUME BALMES ; C VERGE DE MONTSERRAT 12,
4168,0822701001B,8,c996,SANT MARTÍ SARROCA,ALT PENEDÈS,GARRAF1G35,227,1,1,,B,L,Z,82270001,c996,ESCOLA JAUME BALMES ; C VERGE DE MONTSERRAT 12,ESCOLA JAUME BALMES,C VERGE DE MONTSERRAT 12,4168#0822701001B#ESCOLA JAUME BALMES ; C VERGE DE MONTSERRAT 12,
4169,0822701002A,8,c996,SANT MARTÍ SARROCA,ALT PENEDÈS,GARRAF1G35,227,1,2,1,A,A,Z,82270001,c996,ESCOLA JAUME BALMES ; C VERGE DE MONTSERRAT 12,ESCOLA JAUME BALMES,C VERGE DE MONTSERRAT 12,4169#0822701002A#ESCOLA JAUME BALMES ; C VERGE DE MONTSERRAT 12,
4170,0822701002B,8,c50,SANT MARTÍ SARROCA,ALT PENEDÈS,GARRAF1G35,227,1,2,2,B,A,Z,82270002,c50,ANTIGUES ESCOLES DE LA BLEDA ; C BLEDA (LA) S/N - BARRI LA BLEDA,ANTIGUES ESCOLES DE LA BLEDA,C BLEDA (LA) S/N - BARRI LA BLEDA,4170#0822701002B#ANTIGUES ESCOLES DE LA BLEDA ; C BLEDA (LA) S/N - BARRI LA BLEDA,
4275,0823101001A,8,c463,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,1,,A,A,K,82310005,c463,CEIP RIERA DE RIBES ; AV ONZE DE SETEMBRE S/N,CEIP RIERA DE RIBES,AV ONZE DE SETEMBRE S/N,4275#0823101001A#CEIP RIERA DE RIBES ; AV ONZE DE SETEMBRE S/N,
4276,0823101001B,8,c463,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,1,,B,L,Z,82310005,c463,CEIP RIERA DE RIBES ; AV ONZE DE SETEMBRE S/N,CEIP RIERA DE RIBES,AV ONZE DE SETEMBRE S/N,4276#0823101001B#CEIP RIERA DE RIBES ; AV ONZE DE SETEMBRE S/N,
4277,0823101002A,8,c463,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,2,,A,A,K,82310005,c463,CEIP RIERA DE RIBES ; AV ONZE DE SETEMBRE S/N,CEIP RIERA DE RIBES,AV ONZE DE SETEMBRE S/N,4277#0823101002A#CEIP RIERA DE RIBES ; AV ONZE DE SETEMBRE S/N,
4278,0823101002B,8,c463,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,2,,B,L,Z,82310005,c463,CEIP RIERA DE RIBES ; AV ONZE DE SETEMBRE S/N,CEIP RIERA DE RIBES,AV ONZE DE SETEMBRE S/N,4278#0823101002B#CEIP RIERA DE RIBES ; AV ONZE DE SETEMBRE S/N,
4279,0823101003A,8,c369,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,3,,A,A,K,82310001,c369,CEIP EL PI ; C ILDEFONS CERDA 3,CEIP EL PI,C ILDEFONS CERDA 3,4279#0823101003A#CEIP EL PI ; C ILDEFONS CERDA 3,
4280,0823101003B,8,c369,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,3,,B,L,Z,82310001,c369,CEIP EL PI ; C ILDEFONS CERDA 3,CEIP EL PI,C ILDEFONS CERDA 3,4280#0823101003B#CEIP EL PI ; C ILDEFONS CERDA 3,
4281,0823101004A,8,c592,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,4,,A,A,K,82310002,c592,CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),CENTRE CIVIC L'ESPAI,C ANTONI GAUDI 1 - ROQUETES (LES),4281#0823101004A#CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),
4282,0823101004B,8,c592,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,4,,B,L,Z,82310002,c592,CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),CENTRE CIVIC L'ESPAI,C ANTONI GAUDI 1 - ROQUETES (LES),4282#0823101004B#CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),
4283,0823101005A,8,c780,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,5,,A,A,K,82310006,c780,DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),DEPENDENCIES MUNICIPALS VINYA PETACA,PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),4283#0823101005A#DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),
4284,0823101005B,8,c780,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,5,,B,L,Z,82310006,c780,DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),DEPENDENCIES MUNICIPALS VINYA PETACA,PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),4284#0823101005B#DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),
4285,0823101006A,8,c592,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,6,,A,A,K,82310002,c592,CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),CENTRE CIVIC L'ESPAI,C ANTONI GAUDI 1 - ROQUETES (LES),4285#0823101006A#CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),
4286,0823101006B,8,c592,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,6,,B,L,Z,82310002,c592,CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),CENTRE CIVIC L'ESPAI,C ANTONI GAUDI 1 - ROQUETES (LES),4286#0823101006B#CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),
4287,0823101007A,8,c592,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,7,,A,A,K,82310002,c592,CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),CENTRE CIVIC L'ESPAI,C ANTONI GAUDI 1 - ROQUETES (LES),4287#0823101007A#CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),
4288,0823101007B,8,c592,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,7,,B,L,Z,82310002,c592,CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),CENTRE CIVIC L'ESPAI,C ANTONI GAUDI 1 - ROQUETES (LES),4288#0823101007B#CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),
4289,0823101008A,8,c369,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,8,,A,A,K,82310001,c369,CEIP EL PI ; C ILDEFONS CERDA 3,CEIP EL PI,C ILDEFONS CERDA 3,4289#0823101008A#CEIP EL PI ; C ILDEFONS CERDA 3,
4290,0823101008B,8,c369,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,8,,B,L,Z,82310001,c369,CEIP EL PI ; C ILDEFONS CERDA 3,CEIP EL PI,C ILDEFONS CERDA 3,4290#0823101008B#CEIP EL PI ; C ILDEFONS CERDA 3,
4291,0823101009A,8,c1499,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,9,,A,A,L,82310003,c1499,MASIA CAN PUIG ; C MAJOR 110,MASIA CAN PUIG,C MAJOR 110,4291#0823101009A#MASIA CAN PUIG ; C MAJOR 110,
4292,0823101009B,8,c1499,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,9,,B,M,Z,82310003,c1499,MASIA CAN PUIG ; C MAJOR 110,MASIA CAN PUIG,C MAJOR 110,4292#0823101009B#MASIA CAN PUIG ; C MAJOR 110,
4293,0823101010A,8,c780,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,10,,A,A,K,82310006,c780,DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),DEPENDENCIES MUNICIPALS VINYA PETACA,PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),4293#0823101010A#DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),
4294,0823101010B,8,c780,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,10,,B,L,Z,82310006,c780,DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),DEPENDENCIES MUNICIPALS VINYA PETACA,PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),4294#0823101010B#DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),
4295,0823101011A,8,c592,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,11,,A,A,L,82310002,c592,CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),CENTRE CIVIC L'ESPAI,C ANTONI GAUDI 1 - ROQUETES (LES),4295#0823101011A#CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),
4296,0823101011B,8,c592,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,11,,B,M,Z,82310002,c592,CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),CENTRE CIVIC L'ESPAI,C ANTONI GAUDI 1 - ROQUETES (LES),4296#0823101011B#CENTRE CIVIC L'ESPAI ; C ANTONI GAUDI 1 - ROQUETES (LES),
4297,0823101012A,8,c369,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,12,1,A,A,Z,82310001,c369,CEIP EL PI ; C ILDEFONS CERDA 3,CEIP EL PI,C ILDEFONS CERDA 3,4297#0823101012A#CEIP EL PI ; C ILDEFONS CERDA 3,
4298,0823101012B,8,c166,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,12,2,B,A,Z,82310008,c166,CAN LLOSES-CAN MARCER ; C MILA S/N  CAN LLOSES,CAN LLOSES-CAN MARCER,C MILA S/N  CAN LLOSES,4298#0823101012B#CAN LLOSES-CAN MARCER ; C MILA S/N  CAN LLOSES,
4299,0823101013A,8,c780,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,13,,A,A,K,82310006,c780,DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),DEPENDENCIES MUNICIPALS VINYA PETACA,PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),4299#0823101013A#DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),
4300,0823101013B,8,c780,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,13,,B,L,Z,82310006,c780,DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),DEPENDENCIES MUNICIPALS VINYA PETACA,PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),4300#0823101013B#DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),
4301,0823101014U,8,c326,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,14,,U,A,Z,82310004,c326,CE VALLPINEDA ; AV SANTISSIMA TRINITAT 28  VALLPINEDA,CE VALLPINEDA,AV SANTISSIMA TRINITAT 28  VALLPINEDA,4301#0823101014U#CE VALLPINEDA ; AV SANTISSIMA TRINITAT 28  VALLPINEDA,
4302,0823101015A,8,c780,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,15,1,A,A,K,82310006,c780,DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),DEPENDENCIES MUNICIPALS VINYA PETACA,PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),4302#0823101015A#DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),
4303,0823101015B,8,c780,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,15,1,B,L,Z,82310006,c780,DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),DEPENDENCIES MUNICIPALS VINYA PETACA,PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),4303#0823101015B#DEPENDENCIES MUNICIPALS VINYA PETACA ; PL VINYA D'EN PETACA (DE LA) S/N - ROQUETES (LES),
4304,0823101015C,8,c1569,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,15,2,C,A,Z,82310007,c1569,ROCAMAR ; RONDA AMERICA S/N - ROCAMAR,ROCAMAR,RONDA AMERICA S/N - ROCAMAR,4304#0823101015C#ROCAMAR ; RONDA AMERICA S/N - ROCAMAR,
4305,0823101016A,8,c369,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,16,,A,A,K,82310001,c369,CEIP EL PI ; C ILDEFONS CERDA 3,CEIP EL PI,C ILDEFONS CERDA 3,4305#0823101016A#CEIP EL PI ; C ILDEFONS CERDA 3,
4306,0823101016B,8,c369,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,16,,B,L,Z,82310001,c369,CEIP EL PI ; C ILDEFONS CERDA 3,CEIP EL PI,C ILDEFONS CERDA 3,4306#0823101016B#CEIP EL PI ; C ILDEFONS CERDA 3,
4307,0823101017A,8,c1499,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,17,,A,A,K,82310003,c1499,MASIA CAN PUIG ; C MAJOR 110,MASIA CAN PUIG,C MAJOR 110,4307#0823101017A#MASIA CAN PUIG ; C MAJOR 110,
4308,0823101017B,8,c1499,SANT PERE DE RIBES,GARRAF,GARRAF1G35,231,1,17,,B,L,Z,82310003,c1499,MASIA CAN PUIG ; C MAJOR 110,MASIA CAN PUIG,C MAJOR 110,4308#0823101017B#MASIA CAN PUIG ; C MAJOR 110,
4171,0823201001A,8,c1252,SANT PERE DE RIUDEBITLLES,ALT PENEDÈS,GARRAF1G35,232,1,1,,A,A,F,82320004,c1252,ESCOLES VELLES ; C CARRETERA (LA) 70,ESCOLES VELLES,C CARRETERA (LA) 70,4171#0823201001A#ESCOLES VELLES ; C CARRETERA (LA) 70,
4172,0823201001B,8,c1252,SANT PERE DE RIUDEBITLLES,ALT PENEDÈS,GARRAF1G35,232,1,1,,B,G,O,82320004,c1252,ESCOLES VELLES ; C CARRETERA (LA) 70,ESCOLES VELLES,C CARRETERA (LA) 70,4172#0823201001B#ESCOLES VELLES ; C CARRETERA (LA) 70,
4173,0823201001C,8,c1252,SANT PERE DE RIUDEBITLLES,ALT PENEDÈS,GARRAF1G35,232,1,1,,C,P,Z,82320004,c1252,ESCOLES VELLES ; C CARRETERA (LA) 70,ESCOLES VELLES,C CARRETERA (LA) 70,4173#0823201001C#ESCOLES VELLES ; C CARRETERA (LA) 70,
4174,0823601001A,8,c850,SANT QUINTÍ DE MEDIONA,ALT PENEDÈS,GARRAF1G35,236,1,1,,A,A,K,82360002,c850,ESCOLA ANTONI GRAU MINGUELL ; PG DEUS 17,ESCOLA ANTONI GRAU MINGUELL,PG DEUS 17,4174#0823601001A#ESCOLA ANTONI GRAU MINGUELL ; PG DEUS 17,
4175,0823601001B,8,c850,SANT QUINTÍ DE MEDIONA,ALT PENEDÈS,GARRAF1G35,236,1,1,,B,L,Z,82360002,c850,ESCOLA ANTONI GRAU MINGUELL ; PG DEUS 17,ESCOLA ANTONI GRAU MINGUELL,PG DEUS 17,4175#0823601001B#ESCOLA ANTONI GRAU MINGUELL ; PG DEUS 17,
4176,0824001001A,8,c284,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,1,1,,A,A,K,82400003,c284,CASAL D'ENTITATS ; C MARC MIR 15,CASAL D'ENTITATS,C MARC MIR 15,4176#0824001001A#CASAL D'ENTITATS ; C MARC MIR 15,
4177,0824001001B,8,c284,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,1,1,,B,L,Z,82400003,c284,CASAL D'ENTITATS ; C MARC MIR 15,CASAL D'ENTITATS,C MARC MIR 15,4177#0824001001B#CASAL D'ENTITATS ; C MARC MIR 15,
4178,0824001002A,8,c1091,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,1,2,,A,A,F,82400002,c1091,ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,ESCOLA MOSSEN CINTO VERDAGUER,C GELIDA 46,4178#0824001002A#ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,
4179,0824001002B,8,c1091,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,1,2,,B,G,O,82400002,c1091,ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,ESCOLA MOSSEN CINTO VERDAGUER,C GELIDA 46,4179#0824001002B#ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,
4180,0824001002C,8,c1091,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,1,2,,C,P,Z,82400002,c1091,ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,ESCOLA MOSSEN CINTO VERDAGUER,C GELIDA 46,4180#0824001002C#ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,
4181,0824001003A,8,c613,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,1,3,,A,A,K,82400004,c613,CENTRE CIVIC VILARNAU ; PL GERMANS SEGURA VIUDAS S/N,CENTRE CIVIC VILARNAU,PL GERMANS SEGURA VIUDAS S/N,4181#0824001003A#CENTRE CIVIC VILARNAU ; PL GERMANS SEGURA VIUDAS S/N,
4182,0824001003B,8,c613,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,1,3,,B,L,Z,82400004,c613,CENTRE CIVIC VILARNAU ; PL GERMANS SEGURA VIUDAS S/N,CENTRE CIVIC VILARNAU,PL GERMANS SEGURA VIUDAS S/N,4182#0824001003B#CENTRE CIVIC VILARNAU ; PL GERMANS SEGURA VIUDAS S/N,
4183,0824001004A,8,c613,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,1,4,,A,A,K,82400004,c613,CENTRE CIVIC VILARNAU ; PL GERMANS SEGURA VIUDAS S/N,CENTRE CIVIC VILARNAU,PL GERMANS SEGURA VIUDAS S/N,4183#0824001004A#CENTRE CIVIC VILARNAU ; PL GERMANS SEGURA VIUDAS S/N,
4184,0824001004B,8,c613,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,1,4,,B,L,Z,82400004,c613,CENTRE CIVIC VILARNAU ; PL GERMANS SEGURA VIUDAS S/N,CENTRE CIVIC VILARNAU,PL GERMANS SEGURA VIUDAS S/N,4184#0824001004B#CENTRE CIVIC VILARNAU ; PL GERMANS SEGURA VIUDAS S/N,
4185,0824002001A,8,c804,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,1,,A,A,K,82400001,c804,EDIFICI ÍNDEX ; C POMPEU I FABRA 34,EDIFICI ÍNDEX,C POMPEU I FABRA 34,4185#0824002001A#EDIFICI ÍNDEX ; C POMPEU I FABRA 34,
4186,0824002001B,8,c804,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,1,,B,L,Z,82400001,c804,EDIFICI ÍNDEX ; C POMPEU I FABRA 34,EDIFICI ÍNDEX,C POMPEU I FABRA 34,4186#0824002001B#EDIFICI ÍNDEX ; C POMPEU I FABRA 34,
4187,0824002002A,8,c284,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,2,,A,A,F,82400003,c284,CASAL D'ENTITATS ; C MARC MIR 15,CASAL D'ENTITATS,C MARC MIR 15,4187#0824002002A#CASAL D'ENTITATS ; C MARC MIR 15,
4188,0824002002B,8,c284,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,2,,B,G,O,82400003,c284,CASAL D'ENTITATS ; C MARC MIR 15,CASAL D'ENTITATS,C MARC MIR 15,4188#0824002002B#CASAL D'ENTITATS ; C MARC MIR 15,
4189,0824002002C,8,c284,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,2,,C,P,Z,82400003,c284,CASAL D'ENTITATS ; C MARC MIR 15,CASAL D'ENTITATS,C MARC MIR 15,4189#0824002002C#CASAL D'ENTITATS ; C MARC MIR 15,
4190,0824002003A,8,c987,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,3,,A,A,K,82400005,c987,ESCOLA INTERMUNICIPAL ; PL SANTIAGO RUSIÑOL S/N,ESCOLA INTERMUNICIPAL,PL SANTIAGO RUSIÑOL S/N,4190#0824002003A#ESCOLA INTERMUNICIPAL ; PL SANTIAGO RUSIÑOL S/N,
4191,0824002003B,8,c987,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,3,,B,L,Z,82400005,c987,ESCOLA INTERMUNICIPAL ; PL SANTIAGO RUSIÑOL S/N,ESCOLA INTERMUNICIPAL,PL SANTIAGO RUSIÑOL S/N,4191#0824002003B#ESCOLA INTERMUNICIPAL ; PL SANTIAGO RUSIÑOL S/N,
4192,0824002004A,8,c1091,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,4,,A,A,F,82400002,c1091,ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,ESCOLA MOSSEN CINTO VERDAGUER,C GELIDA 46,4192#0824002004A#ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,
4193,0824002004B,8,c1091,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,4,,B,G,O,82400002,c1091,ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,ESCOLA MOSSEN CINTO VERDAGUER,C GELIDA 46,4193#0824002004B#ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,
4194,0824002004C,8,c1091,SANT SADURNÍ D'ANOIA,ALT PENEDÈS,GARRAF1G35,240,2,4,,C,P,Z,82400002,c1091,ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,ESCOLA MOSSEN CINTO VERDAGUER,C GELIDA 46,4194#0824002004C#ESCOLA MOSSEN CINTO VERDAGUER ; C GELIDA 46,
4195,0824901001U,8,c781,SANTA FE DEL PENEDÈS,ALT PENEDÈS,GARRAF1G35,249,1,1,,U,A,Z,82490001,c781,E.P. LES MORERES DE SANTA FE ; C FELICIANA PLANAS FERRET S/N,E.P. LES MORERES DE SANTA FE,C FELICIANA PLANAS FERRET S/N,4195#0824901001U#E.P. LES MORERES DE SANTA FE ; C FELICIANA PLANAS FERRET S/N,
4196,0825101001U,8,c832,SANTA MARGARIDA I ELS MONJOS,ALT PENEDÈS,GARRAF1G35,251,1,1,,U,A,Z,82510003,c832,ESC. MUNIC. DR. SAMARANCH I FINA ; AVDA MAS CATARRO S/N  MONJOS (ELS),ESC. MUNIC. DR. SAMARANCH I FINA,AVDA MAS CATARRO S/N  MONJOS (ELS),4196#0825101001U#ESC. MUNIC. DR. SAMARANCH I FINA ; AVDA MAS CATARRO S/N  MONJOS (ELS),
4197,0825101002A,8,c1464,SANTA MARGARIDA I ELS MONJOS,ALT PENEDÈS,GARRAF1G35,251,1,2,,A,A,K,82510004,c1464,LOCAL POLIVALENT ; PL RAMON CABRE MESTRES 1  RAPITA (LA),LOCAL POLIVALENT,PL RAMON CABRE MESTRES 1  RAPITA (LA),4197#0825101002A#LOCAL POLIVALENT ; PL RAMON CABRE MESTRES 1  RAPITA (LA),
4198,0825101002B,8,c1464,SANTA MARGARIDA I ELS MONJOS,ALT PENEDÈS,GARRAF1G35,251,1,2,,B,L,Z,82510004,c1464,LOCAL POLIVALENT ; PL RAMON CABRE MESTRES 1  RAPITA (LA),LOCAL POLIVALENT,PL RAMON CABRE MESTRES 1  RAPITA (LA),4198#0825101002B#LOCAL POLIVALENT ; PL RAMON CABRE MESTRES 1  RAPITA (LA),
4199,0825101003A,8,c127,SANTA MARGARIDA I ELS MONJOS,ALT PENEDÈS,GARRAF1G35,251,1,3,,A,A,K,82510002,c127,BIBLIOTECA MUNICIPAL ; C CADÍ 1 - MONJOS (ELS),BIBLIOTECA MUNICIPAL,C CADÍ 1 - MONJOS (ELS),4199#0825101003A#BIBLIOTECA MUNICIPAL ; C CADÍ 1 - MONJOS (ELS),
4200,0825101003B,8,c127,SANTA MARGARIDA I ELS MONJOS,ALT PENEDÈS,GARRAF1G35,251,1,3,,B,L,Z,82510002,c127,BIBLIOTECA MUNICIPAL ; C CADÍ 1 - MONJOS (ELS),BIBLIOTECA MUNICIPAL,C CADÍ 1 - MONJOS (ELS),4200#0825101003B#BIBLIOTECA MUNICIPAL ; C CADÍ 1 - MONJOS (ELS),
4201,0825101004A,8,c832,SANTA MARGARIDA I ELS MONJOS,ALT PENEDÈS,GARRAF1G35,251,1,4,,A,A,K,82510003,c832,ESC. MUNIC. DR. SAMARANCH I FINA ; AVDA MAS CATARRO S/N - MONJOS (ELS),ESC. MUNIC. DR. SAMARANCH I FINA,AVDA MAS CATARRO S/N - MONJOS (ELS),4201#0825101004A#ESC. MUNIC. DR. SAMARANCH I FINA ; AVDA MAS CATARRO S/N - MONJOS (ELS),
4202,0825101004B,8,c832,SANTA MARGARIDA I ELS MONJOS,ALT PENEDÈS,GARRAF1G35,251,1,4,,B,L,Z,82510003,c832,ESC. MUNIC. DR. SAMARANCH I FINA ; AVDA MAS CATARRO S/N - MONJOS (ELS),ESC. MUNIC. DR. SAMARANCH I FINA,AVDA MAS CATARRO S/N - MONJOS (ELS),4202#0825101004B#ESC. MUNIC. DR. SAMARANCH I FINA ; AVDA MAS CATARRO S/N - MONJOS (ELS),
